Datum;Km-Stand;Teil-Km;Spritmenge;Kosten;Währung;Tankart;Reifen;Strecken;Fahrweise;Kraftstoff;Bemerkung;Verbrauch;BC-Verbrauch;BC-Spritmenge;BC-Geschwindigkeit;Tankstelle;Land;Großraum;Ort
29.11.2009;49753,00;590,00;31,89;33,77;"EUR";1;2;2;1;1;"viel Stau
viel Regen
sehr voll getankt";5,41;5,30;0,00;62,00;"";"D";"";""
22.11.2009;49163,00;828,10;39,54;43,06;"EUR";1;2;2;1;1;"viel Stau
viel Regen, 10°C
sehr voll getankt";4,77;4,90;0,00;64,00;"";"D";"";""
12.11.2009;48335,00;791,90;45,00;51,26;"EUR";1;3;2;2;1;"5-10°, regnerisch, viel Stau";5,68;5,30;0,00;63,00;"";"D";"";""
02.11.2009;47543,00;716,70;42,04;46,20;"EUR";1;1;2;2;1;"ca. 5-10°, oft regnerisch";5,87;5,60;0,00;67,00;"";"D";"";""
22.10.2009;46826,00;845,50;42,00;47,42;"EUR";1;1;2;1;1;"ca 0°-12°";4,97;4,90;0,00;72,00;"";"D";"";""
11.10.2009;45980,00;869,80;44,44;47,51;"EUR";1;1;2;1;1;"ca. 15°, teils Regen";5,11;4,80;0,00;68,00;"";"D";"";""
27.09.2009;45110,00;829,50;41,30;43,32;"EUR";1;1;2;1;1;"";4,98;5,00;0,00;66,00;"";"D";"";""
15.09.2009;44281,00;472,60;26,40;27,96;"EUR";1;1;2;1;1;"";5,59;5,00;0,00;80,00;"";"D";"";""
13.09.2009;43808,00;736,70;40,31;41,28;"EUR";1;1;2;2;1;"nur Hochgebirge";5,47;5,40;0,00;45,00;"";"A";"";""
03.09.2009;43071,00;665,30;36,37;36,04;"EUR";1;1;2;2;1;"evtl. übergelaufen?";5,47;5,10;0,00;81,00;"";"A";"";""
01.09.2009;42406,00;393,30;19,57;22,10;"EUR";1;1;2;2;1;"Umstieg auf Rial Campo + Goodyear Optigrip 205R16";4,98;5,10;0,00;58,00;"";"D";"";""
26.08.2009;42013,00;892,10;44,17;49,87;"EUR";1;1;2;1;1;"";4,95;4,70;0,00;69,00;"";"D";"";""
16.08.2009;41121,00;767,60;37,21;39,78;"EUR";1;1;2;1;1;"sehr voll getankt";4,85;4,50;0,00;72,00;"";"D";"";""
05.08.2009;40353,00;880,00;42,07;44,97;"EUR";1;1;2;1;1;"sehr voll getankt";4,78;4,70;0,00;65,00;"";"D";"";""
22.07.2009;39473,00;904,50;45,00;49,01;"EUR";1;1;2;1;1;"";4,98;4,70;0,00;65,00;"";"D";"";""
10.07.2009;38568,00;859,80;41,85;44,74;"EUR";1;1;2;1;1;"";4,87;4,70;0,00;68,00;"";"D";"";""
26.06.2009;37708,00;902,20;44,49;48,45;"EUR";1;1;10;2;1;"teilweise schnell (150-180)
nicht ganz voll getankt";4,93;4,90;0,00;67,00;"";"D";"";""
13.06.2009;36806,00;866,70;44,43;48,83;"EUR";1;1;10;2;1;"";5,13;4,90;0,00;70,00;"";"D";"";""
01.06.2009;35939,00;750,00;37,04;38,48;"EUR";1;1;10;1;1;"";4,94;4,70;0,00;65,00;"";"D";"";""
22.05.2009;35189,00;584,10;31,58;32,50;"EUR";1;1;8;1;1;"";5,41;5,30;0,00;68,00;"";"D";"";""
12.05.2009;34605,00;813,00;45,25;47,01;"EUR";1;1;2;2;1;"";5,57;5,10;0,00;66,00;"";"D";"";""
28.04.2009;33792,00;658,60;35,70;36,74;"EUR";1;1;2;2;1;"";5,42;5,70;0,00;63,00;"";"D";"";""
18.04.2009;33133,00;920,40;46,36;47,24;"EUR";1;2;2;1;1;"";5,04;4,60;0,00;72,00;"";"D";"";""
06.04.2009;32213,00;859,20;43,33;44,15;"EUR";1;2;2;1;1;"";5,04;4,90;0,00;72,00;"";"D";"";""
25.03.2009;31354,00;815,40;42,75;43,56;"EUR";1;2;2;1;1;"";5,24;5,30;0,00;72,00;"";"D";"";""
14.03.2009;30538,00;778,30;41,00;40,14;"EUR";1;2;2;1;1;"";5,27;5,10;0,00;70,00;"";"F";"";""
06.03.2009;29760,00;793,20;43,69;44,96;"EUR";1;2;2;1;1;"";5,51;5,20;0,00;69,00;"";"F";"";""
22.02.2009;28967,00;384,70;18,30;17,55;"EUR";1;2;2;1;1;"";4,76;5,20;0,00;67,00;"";"F";"";""
16.02.2009;28582,00;726,00;42,76;43,14;"EUR";1;2;2;2;1;"";5,89;5,50;0,00;68,00;"";"F";"";""
08.02.2009;27856,00;585,00;32,55;32,84;"EUR";1;2;2;2;1;"";5,56;5,50;0,00;69,00;"";"F";"";""
01.02.2009;27271,00;808,20;40,32;41,09;"EUR";1;2;2;2;1;"";4,99;5,20;0,00;70,00;"";"F";"";""
21.01.2009;26463,00;674,70;39,63;40,38;"EUR";1;2;2;2;1;"";5,87;5,70;0,00;63,00;"";"F";"";""
10.01.2009;25788,00;741,40;42,82;45,77;"EUR";1;2;2;2;1;"";5,78;5,60;0,00;69,00;"";"F";"";""
02.01.2009;25046,00;709,10;40,02;38,38;"EUR";1;2;2;2;1;"";5,64;5,70;0,00;88,00;"";"F";"";""
30.12.2008;24337,00;725,40;44,02;47,54;"EUR";1;2;2;2;1;"überwiegend 130 km/h";6,07;5,80;0,00;89,00;"";"F";"";""
26.12.2008;23612,00;481,50;25,01;24,98;"EUR";1;2;10;2;1;"";5,19;5,50;0,00;76,00;"";"D";"";""
20.12.2008;23130,00;714,90;42,27;44,76;"EUR";1;2;2;2;1;"";5,91;5,60;0,00;74,00;"";"D";"";""
10.12.2008;22415,00;739,40;41,03;42,63;"EUR";1;2;2;2;1;"";5,55;5,40;0,00;61,00;"";"D";"";""
01.12.2008;21676,00;566,80;31,97;34,50;"EUR";1;2;2;2;1;"";5,64;5,69;0,00;63,00;"";"D";"";""
22.11.2008;21109,00;770,00;42,31;47,77;"EUR";1;2;2;1;1;"";5,49;5,20;0,00;67,00;"";"D";"";""
10.11.2008;20339,00;777,70;42,00;50,36;"EUR";1;2;2;1;1;"";5,40;5,40;0,00;66,00;"";"D";"";""
01.11.2008;19561,00;513,80;27,74;32,71;"EUR";1;3;2;1;1;"";5,40;5,10;0,00;64,00;"";"D";"";""
25.10.2008;19047,00;737,00;43,39;52,89;"EUR";1;1;2;3;1;"";5,89;5,60;0,00;66,00;"";"D";"";""
15.10.2008;18310,00;585,60;29,24;35,94;"EUR";1;1;2;1;1;"";4,99;4,80;0,00;70,00;"";"D";"";""
07.10.2008;17724,00;776,60;40,83;54,67;"EUR";1;1;2;2;1;"";5,26;5,20;0,00;67,00;"";"D";"";""
29.09.2008;16948,00;792,50;43,99;57,58;"EUR";1;1;2;3;1;"";5,55;5,40;0,00;73,00;"";"D";"";""
21.09.2008;16155,00;733,30;41,36;55,79;"EUR";1;1;2;3;1;"";5,64;5,30;0,00;68,00;"";"D";"";""
10.09.2008;15422,00;804,50;41,87;57,32;"EUR";1;1;2;2;1;"";5,20;5,00;0,00;68,00;"";"D";"";""
29.08.2008;14617,00;886,50;43,05;57,21;"EUR";1;1;2;1;1;"";4,86;4,80;0,00;72,00;"";"D";"";""
17.08.2008;13731,00;851,30;43,16;56,50;"EUR";1;1;2;1;1;"";5,07;4,90;0,00;66,00;"";"D";"";""
05.08.2008;12879,00;852,40;44,87;64,12;"EUR";1;1;2;1;1;"";5,26;5,00;0,00;73,00;"";"D";"";""
25.07.2008;12027,00;654,80;32,51;45,48;"EUR";1;1;2;1;1;"";4,96;5,00;0,00;77,00;"";"D";"";""
16.07.2008;11372,00;492,90;26,35;38,71;"EUR";1;1;2;1;1;"";5,35;4,90;0,00;70,00;"";"D";"";""
07.07.2008;10879,00;780,50;43,36;63,70;"EUR";1;1;2;2;1;"";5,56;5,40;0,00;80,00;"";"D";"";""
29.06.2008;10099,00;197,40;8,65;13,40;"EUR";1;1;2;2;1;"konstant 100 km/h";4,38;4,60;0,00;86,00;"";"F";"";""
29.06.2008;9901,00;655,10;37,44;55,79;"EUR";1;1;2;2;1;"Autobahn konstant 100 km/h - Messfehler?";5,72;5,10;0,00;79,00;"";"F";"";""
28.06.2008;9245,00;582,40;32,05;44,84;"EUR";1;1;10;2;1;"Bergpässe";5,50;5,50;0,00;50,00;"";"F";"Provence-Alpes-Côte d'Azur";""
25.06.2008;8663,00;687,00;40,74;57,61;"EUR";1;1;8;2;1;"Bergpässe";5,93;5,60;0,00;51,00;"";"F";"Korsika";""
21.06.2008;7976,00;690,40;41,94;62,49;"EUR";1;1;8;2;1;"Bergpässe";6,07;5,80;0,00;47,00;"";"F";"Korsika";""
18.06.2008;7285,00;730,60;41,64;60,38;"EUR";1;1;8;2;1;"Bergpässe";5,70;5,40;0,00;45,00;"";"F";"Korsika";""
12.06.2008;6555,00;678,80;40,21;58,32;"EUR";1;1;8;2;1;"Bergpässe";5,92;5,50;0,00;47,00;"";"F";"Korsika";""
08.06.2008;5876,00;649,80;35,63;53,80;"EUR";1;1;8;2;1;"Bergpässe";5,48;5,40;0,00;48,00;"";"F";"Korsika";""
03.06.2008;5226,00;478,80;27,94;41,88;"EUR";1;1;10;1;1;"110 km/h";5,84;5,20;0,00;57,00;"";"F";"";""
02.06.2008;4747,00;551,60;29,48;42,13;"EUR";1;1;2;2;1;"";5,34;5,70;0,00;81,00;"";"F";"";""
01.06.2008;4195,00;676,00;41,51;66,00;"EUR";1;1;10;2;1;"";6,14;5,90;0,00;83,00;"";"";"";""
29.05.2008;3519,00;681,70;38,89;57,91;"EUR";1;1;10;2;1;"";5,70;5,50;0,00;72,00;"";"";"";""
19.05.2008;2837,00;450,90;22,38;31,98;"EUR";1;1;10;1;1;"vMax 115 km/h";4,96;5,10;0,00;75,00;"";"";"";""
14.05.2008;2386,00;553,30;31,65;46,18;"EUR";1;1;10;2;1;"";5,72;5,50;0,00;70,00;"";"";"";""
08.05.2008;1833,00;554,40;31,14;43,25;"EUR";1;1;10;1;1;"";5,62;5,70;0,00;69,00;"";"";"";""
03.05.2008;1278,00;586,20;35,12;47,73;"EUR";1;1;10;2;1;"";5,99;5,70;0,00;80,00;"";"";"";""
25.04.2008;692,00;670,00;39,77;54,05;"EUR";1;1;10;2;1;"";5,94;6,40;0,00;60,00;"";"";"";""
18.04.2008;20,00;0,00;51,44;69,39;"EUR";3;1;0;2;1;"";0,00;0,00;0,00;0,00;"";"";"";""
